id,title,url,is_paid,price,professor,description,num_subscribers
556814,Finding Your Life's Purpose by Eckhart Tolle,/finding-your-lifes-purpose-by-eckhart-tolle/,True,$80,Eckhart Tolle,If you've been searching for your true purpose in life Eckhart Tolle has some straightforward advice: stop struggling. For the primary purpose of every human being is simply to be: fully engaged in this moment and aligned with the natural flow of reality itself.,8789
637930,An Entire MBA in 1 Course:Award Winning Business School Prof,/an-entire-mba-in-1-courseaward-winning-business-school-prof/,True,$200,Prof. Chris Haroun,** #1 MOST PURCHASED BUSINESS COURSE ON UDEMY! ** OVER 95000 STUDENTS IN 196 COUNTRIES **,95527
845284,Microsoft Access 2016 Master Class: Beginner to Advanced,/microsoftaccess/,True,$195,Joe Parys,Welcome To Microsoft Access 2016 Master Class: Beginner To Advanced,9294
772462,Data Science: Practical Deep Learning in Theano + TensorFlow,/data-science-deep-learning-in-theano-tensorflow/,True,$120,Lazy Programmer Inc.,This course continues where my first course Deep Learning in Python left off. You already know how to build an artificial neural network in Python and you have a plug-and-play script that you can use for TensorFlow. Neural networks are one of the staples of machine learning and they are always a top contender in Kaggle contests. If you want to improve your skills with neural networks and deep learning this is the course for you.,5526
1059278,Build a Shopify Dropshipping Business from Scratch,/build-a-shopify-dropshipping-business-from-scratch/,True,$200,Adam Reed,Summary:,2636
1153742,Advanced AI: Deep Reinforcement Learning in Python,/deep-reinforcement-learning-in-python/,True,$180,Lazy Programmer Inc.,This course is all about the application of deep learning and neural networks to reinforcement learning.,1305
321410,Beginner to Pro in Excel: Financial Modeling and Valuation,/beginner-to-pro-in-excel-financial-modeling-and-valuation/,True,$195,365 Careers,**Updated for March 2017! Several new lectures have been added**,18723
540270,Taming Big Data with MapReduce and Hadoop - Hands On!,/taming-big-data-with-mapreduce-and-hadoop/,True,$80,Frank Kane,“Big data" analysis is a hot and highly valuable skill – and this course will teach you two technologies fundamental to big data quickly: MapReduce and Hadoop. Ever wonder how Google manages to analyze the entire Internet on a continual basis? You'll learn those same techniques using your own Windows system right at home.,11147
519442,The Complete Ruby on Rails Developer Course,/the-complete-ruby-on-rails-developer-course/,True,$195,Rob Percival,01/06/2016 - Check out the free preview videos of the web apps we'll build in the course below by expanding section 1,30829
872460,The Complete Cyber Security Course : End Point Protection!,/the-complete-cyber-security-course-end-point-protection/,True,$195,Nathan House,,7254
1009452,Build Enterprise Applications with Angular 2 (and Angular 4),/angular2-advanced/,True,$190,Mosh Hamedani,So have you mastered the fundamentals of Angular 2 (and higher) and are hungry for more? You've come to the right place.,4683
790970,Animal Reiki Practitioner Certification,/animal-reiki-certification/,True,$50,Lisa Powers,In this course you will learn how to use Animal Reiki; a simple non-invasive alternative therapy to help animals balance on physical mental/emotional and energetic levels.,4819
438522,Learn 3D Modelling - The Complete Blender Creator Course,/blendertutorial/,True,$195,Ben Tristem,This course is continually updated in response to student suggestions.,53333
1117202,CompTIA Security+ Certification; SY0-401. The Total Course,/comptia-security-certification-sy0-401-the-total-course/,True,$195,Mike Meyers - Total Seminars,Welcome to the CompTIA Security+ Certification;SY0-401. The Total Course from Mike Meyers and TotalSeminars.,3185
785066,The Complete MySQL Developer Course,/the-complete-mysql-developer-course/,True,$175,Rob Percival,Novice to professional database developer in 4 weeks!,10181
942320,Awaken Your Heart Creativity & Wisdom with Tara Brach,/awaken-your-heart-creativity-wisdom-with-tara-brach/,True,$145,Tara Brach Ph.D.,With modern living being what it is many of us find ourselves drifting over the surface of our life in something like a trance - a distorted pale shadow of reality and all its possibilities.  It cuts off our sense of connection with our bodies and all the aliveness and creativity of our true nature.  As John O’Donohue said “Our bodies know that they belong to life; it’s our minds that make our lives so homeless.”  We can see all around the suffering that results: physical illness emotional pain a persistent sense of alienation broken relationships…,5752
687586,Windows Server 2012 System Administration: Get an IT Job!,/systems-administration-101-active-directory/,True,$200,Paul Hill,Note: Join the 6000+ students who have already enrolled and over 450 five star reviews.  Every day I interact with students and help them on their journey and I can help you too! Check out the reviews for your self below...,10091
1172996,React Native: Advanced Concepts,/react-native-advanced/,True,$95,Stephen Grider,Note: This course assumes you've got the basics of React Native down.  Check out my course 'The Complete React Native and Redux' course its the perfect preparation!,3566
1009254,Beginner API development in Node Express ES6 & MongoDB,/api-development/,True,$165,Mark Price,Beginner API development in Node Express ES6 & MongoDB,6200
755984,Linux Security and Hardening The Practical Security Guide.,/linux-security/,True,$195,Jason Cannon,JOIN THE OTHER 40000 SUCCESSFUL STUDENTS WHO HAVE ALREADY MASTERED THE LINUX OPERATING SYSTEM WITH ONE OF MY TOP RATED COURSES!,7188
46912,How To Become a Bestselling Author on Amazon Kindle,/kindle-publishing-course/,True,$200,Tom Corson-Knowles,     Who else wants to know... How To Become a #1 Amazon Bestselling Author By Publishing Your Book On Kindle?,31462
437490,The Complete Ethical Hacking Course: Beginner to Advanced!,/penetration-testing/,True,$195,Ermin Kreponic,Gain the ability to do ethical hacking and penetration testing by taking this course! Get answers from an experienced IT expert to every single question you have related to the learning you do in this course including installing Kali Linux using VirtualBox basics of Linux Tor Proxychains VPN Macchanger Nmap cracking wifi aircrack DoS attacks SLL strip known vulnerabilities SQL injections cracking Linux passwords and more topics that are added every month!,123500
328266,Project Management Professional (PMP)® - 35 Contact Hours,/pmp-certification-complete/,True,$200,LearnSmart LLC,Welcome to Project Management Professional from LearnSmart.,25048
394968,Photography Masterclass: Your Complete Guide to Photography,/photography-masterclass-your-complete-guide-to-photography/,True,$50,Phil Ebiner,This online photography course will teach you how to take amazing images and sell them whether you use a smartphone mirrorless or a DSLR camera.,80029
281138,Learn Network Hacking From Scratch (WiFi & Wired),/wifi-hacking-penetration-testing-from-scratch/,True,$100,Zaid Sabih,This course was last updated on 29/12/2016,18861
886300,Accelerated JavaScript Training,/javascript-bootcamp-2016/,True,$110,Maximilian Schwarzmüller,Learn one of the most important Languages in Web Development,3862
1041564,Ensemble Machine Learning in Python: Random Forest AdaBoost,/machine-learning-in-python-random-forest-adaboost/,True,$120,Lazy Programmer Inc.,In recent years we've seen a resurgence in AI or artificial intelligence and machine learning.,1871
984734,Learn Website Hacking / Penetration Testing From Scratch,/learn-website-hacking-penetration-testing-from-scratch/,True,$180,Zaid Sabih,Welcome to my comprehensive course on Website & Web applications Hacking! In this course you will start as a beginner with no previous knowledge about penetration testing or hacking.,4057
857010,Learn Ethical Hacking From Scratch,/learn-ethical-hacking-from-scratch/,True,$180,Zaid Sabih,This course was last updated on 26/04/2017,43467
895786,The Complete iOS 10 Developer Course - Build 21 Apps,/complete-ios-10-developer-course/,True,$200,Rob Percival,You’re here because you want to build your own apps right?,48020
403314,Facebook Ads & Facebook Marketing Mastery Guide 2017,/facebook-ads-facebook-marketing-mastery-guide/,True,$120,Justin OBrien, JOIN THE 500+ COMPANIES I HAVE CONSULTED ON SOCIAL MEDIA MARKETING AND INCREASING CONVERSIONS VIA FACEBOOK ADS!,21675
648826,The Complete Financial Analyst Course 2017,/the-complete-financial-analyst-course/,True,$195,365 Careers,**Updated for March 2017! A number of helpful practice activities have been added.**,19273
352132,Master Web Design in Photoshop,/master-web-design-in-photoshop/,True,$125,Cristian Doru Barin,  	              Beautiful web design begins with a practical knowledge of the tools and features of Adobe Photoshop. This course intended for beginners and experienced designers alike will show you how to use Photoshop to design web pages custom graphics and more that excite end users and impress clients.,14629
